"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"2012-049","2012-049-01","2012-049-01-01","2012-049-01-01-01",5/28/2013,1,,"133 S. Ct. 1911","185 L. Ed. 2d 1044","2013 U.S. LEXIS 3980",2012,1704,"Roberts","11-10189","CARLOS TREVINO, PETITIONER v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",2/25/2013,,19,51,126,,1,,,0,122,,25,,0,12,12,2,1,5,0,1,0,0,20330,2,2,0,5,,3,341,"NA",110,106,1,5,4
"2012-050","2012-050-01","2012-050-01-01","2012-050-01-01-01",6/3/2013,1,,"133 S. Ct. 1958","186 L. Ed. 2d 1","2013 U.S. LEXIS 4165",2012,1704,"Roberts","12-207","MARYLAND, PETITIONER v. ALONZO JAY KING, JR.",2/26/2013,,28,25,126,,1,,,0,302,25,300,25,1,6,1,2,1,3,0,1,0,0,10050,1,1,0,2,,2,205,"NA",106,111,1,5,4
"2012-051","2012-051-01","2012-051-01-01","2012-051-01-01-01",6/3/2013,1,,"133 S. Ct. 1943","186 L. Ed. 2d 43","2013 U.S. LEXIS 4167",2012,1704,"Roberts","11-1221","JACQUELINE HILLMAN, PETITIONER v. JUDY A. MARETTA",4/22/2013,,253,,236,,1,,,0,302,55,300,55,0,6,2,2,1,2,0,0,0,0,100030,10,2,0,5,5,6,600,"feglia 8705 (e);  5 usc 8705 (e)",113,111,1,9,0
"2012-052","2012-052-01","2012-052-01-01","2012-052-01-01-01",6/3/2013,2,,"133 S. Ct. 1990","186 L. Ed. 2d 62","2013 U.S. LEXIS 4166",2012,1704,"Roberts","12-694","NEVADA, et al., PETITIONERS v. CALVIN O’NEIL JACKSON",,,28,33,126,,1,,,0,52,,29,,1,12,,1,1,4,0,1,0,0,90110,9,1,0,,5,3,341,"NA",,111,1,9,0
"2012-053","2012-053-01","2012-053-01-01","2012-053-01-01-01",6/10/2013,1,,"133 S. Ct. 2053","186 L. Ed. 2d 69","2013 U.S. LEXIS 4357",2012,1704,"Roberts","12-123","MARVIN D. HORNE, et al., PETITIONERS v. DEPARTMENT OF AGRICULTURE",3/20/2013,,152,,27,,1,4,,0,49,,29,,0,2,2,1,1,4,0,1,0,0,40070,4,2,0,1,,1,122,"NA",113,111,1,9,0
"2012-054","2012-054-01","2012-054-01-01","2012-054-01-01-01",6/10/2013,1,,"133 S. Ct. 2072","186 L. Ed. 2d 84","2013 U.S. LEXIS 4359",2012,1704,"Roberts","12-62","MARVIN PEUGH, PETITIONER v. UNITED STATES",2/26/2013,,152,,27,,1,,,0,66,,27,,0,2,2,1,1,4,0,1,0,0,10390,1,2,0,1,4,1,122,"NA",113,106,1,5,4
"2012-055","2012-055-01","2012-055-01-01","2012-055-01-01-01",6/10/2013,1,,"133 S. Ct. 2064","186 L. Ed. 2d 113","2013 U.S. LEXIS 4358",2012,1704,"Roberts","12-135","OXFORD HEALTH PLANS LLC, PETITIONER v. JOHN IVAN SUTTER",3/25/2013,,165,,206,,1,,,0,92,,23,,0,12,2,1,1,2,0,0,0,0,80160,8,1,0,4,,6,600,"9-1",114,111,1,9,0
"2012-056","2012-056-01","2012-056-01-01","2012-056-01-01-01",6/13/2013,1,,"133 S. Ct. 2096","186 L. Ed. 2d 177","2013 U.S. LEXIS 4539",2012,1704,"Roberts","11-798","AMERICAN TRUCKING ASSOCIATIONS, INC., PETITIONER v. CITY OF LOS ANGELES, CALIFORNIA, et al.",4/16/2013,,245,,3,6,1,,,0,,,29,,0,11,2,3,1,4,0,1,0,0,100030,10,2,0,4,,6,600,"49-14501",114,111,1,9,0
"2012-057","2012-057-01","2012-057-01-01","2012-057-01-01-01",6/13/2013,1,,"133 S. Ct. 2120","186 L. Ed. 2d 153","2013 U.S. LEXIS 4542",2012,1704,"Roberts","11-889","TARRANT REGIONAL WATER DISTRICT, PETITIONER v. RUDOLF JOHN HERRMANN, et al.",4/23/2013,,4,51,15,,1,,,0,302,42,30,,0,12,2,1,1,2,0,0,0,0,100030,10,2,0,4,,5,510,"NA",113,111,1,9,0
"2012-058","2012-058-01","2012-058-01-01","2012-058-01-01-01",6/13/2013,1,,"133 S. Ct. 2139","186 L. Ed. 2d 139","2013 U.S. LEXIS 4541",2012,1704,"Roberts","12-167","UNITED STATES, PETITIONER v. ANTHONY DAVILA",4/15/2013,,27,,137,,1,,,0,61,,31,,0,2,3,2,1,5,0,1,0,0,10370,1,1,0,4,,4,401,"NA",109,111,1,9,0
"2012-059","2012-059-01","2012-059-01-01","2012-059-01-01-01",6/13/2013,1,,"133 S. Ct. 2107","186 L. Ed. 2d 124","2013 U.S. LEXIS 4540",2012,1704,"Roberts","12-398","ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.",4/15/2013,,165,,165,,1,,,0,,,8,,1,12,7,2,1,7,0,1,0,0,10430,1,1,0,4,3,6,600,"35-101",108,111,1,9,0
"2012-060","2012-060-01","2012-060-01-01","2012-060-01-01-01",6/17/2013,1,,"133 S. Ct. 2174","186 L. Ed. 2d 376","2013 U.S. LEXIS 4697",2012,1704,"Roberts","12-246","GENOVEVO SALINAS, PETITIONER v. TEXAS",4/17/2013,,100,,28,51,1,,,0,302,51,300,51,0,8,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,"NA",112,111,1,5,4
"2012-061","2012-061-01","2012-061-01-01","2012-061-01-01-01",6/17/2013,1,,"133 S. Ct. 1310","185 L. Ed. 2d 175","2013 U.S. LEXIS 4545",2012,1704,"Roberts","12-416","FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,,357,,143,,1,,,0,,,31,,0,9,2,1,1,3,0,1,0,0,10430,1,2,0,4,,3,367,"NA",110,106,1,5,3
"2012-062","2012-062-01","2012-062-01-01","2012-062-01-01-01",6/17/2013,1,,"133 S. Ct. 2151","186 L. Ed. 2d 314","2013 U.S. LEXIS 4543",2012,1704,"Roberts","11-9335","ALLEN RYAN ALLEYNE, PETITIONER v. UNITED STATES",1/14/2013,,126,,27,,1,,,0,126,,24,,0,13,2,1,1,5,0,1,1,0,10560,1,2,0,1,1,2,217,"NA",108,108,1,5,4
"2012-063","2012-063-01","2012-063-01-01","2012-063-01-01-01",6/17/2013,1,,"133 S. Ct. 2191","186 L. Ed. 2d 275","2013 U.S. LEXIS 4546",2012,1704,"Roberts","12-25","EDWARD F. MARACICH, et al., PETITIONERS v. MICHAEL EUGENE SPEARS et al.",1/9/2013,,214,,111,,1,,,0,114,,24,,0,13,2,1,1,5,0,0,0,0,60020,6,1,0,4,,8,800,"NA",106,111,1,5,4
"2012-064","2012-064-01","2012-064-01-01","2012-064-01-01-01",6/17/2013,1,,"133 S. Ct. 2247","186 L. Ed. 2d 239","2013 U.S. LEXIS 4544",2012,1704,"Roberts","12-71","ARIZONA, et al., PETITIONERS v. THE INTER TRIBAL COUNCIL OF ARIZONA, INC., et al.",3/18/2013,,28,4,170,,1,,,0,45,,29,,0,12,1,2,1,2,0,0,0,0,20010,2,2,0,4,,6,600,"42-1973",105,111,1,7,2
"2012-065","2012-065-01","2012-065-01-01","2012-065-01-01-01",6/20/2013,1,,"133 S. Ct. 2321","186 L. Ed. 2d 398","2013 U.S. LEXIS 4699",2012,1704,"Roberts","12-10","AGENCY FOR INTERNATIONAL DEVELOPMENT, et al., PETITIONERS v. ALLIANCE FOR OPEN SOCIETY INTERNATIONAL, INC., et al.",4/22/2013,,363,,214,,1,63,,0,,,22,,1,12,2,2,2,2,0,0,0,0,30010,3,2,0,1,3,2,200,"NA",111,111,1,6,2
"2012-066","2012-066-01","2012-066-01-01","2012-066-01-01-01",6/20/2013,1,,"133 S. Ct. 2304","186 L. Ed. 2d 417","2013 U.S. LEXIS 4700",2012,1704,"Roberts","12-133","AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,,135,,228,,1,,,0,,,22,,0,11,4,2,1,3,0,0,0,0,80160,8,1,0,4,7,6,600,"9-1",105,111,1,5,3
"2012-067","2012-067-01","2012-067-01-01","2012-067-01-01-01",6/20/2013,1,,"133 S. Ct. 2276","186 L. Ed. 2d 438","2013 U.S. LEXIS 4698",2012,1704,"Roberts","11-9540","MATTHEW ROBERT DESCAMPS, PETITIONER v. UNITED STATES",1/7/2013,,126,,27,,1,,,0,50,,29,,1,2,2,1,1,3,0,1,0,0,10560,1,2,0,3,,8,800,"NA",114,111,1,8,1
"2012-068","2012-068-01","2012-068-01-01","2012-068-01-01-01",6/24/2013,1,,"133 S. Ct. 2411","186 L. Ed. 2d 474","2013 U.S. LEXIS 4701",2012,1704,"Roberts","11-345","ABIGAIL NOEL FISHER, PETITIONER v. UNIVERSITY OF TEXAS AT AUSTIN et al.",10/10/2012,,239,,26,51,1,,,0,122,,25,,1,12,2,2,1,5,0,1,0,0,20070,2,1,0,2,,2,231,"NA",106,111,1,7,1
"2012-069","2012-069-01","2012-069-01-01","2012-069-01-01-01",6/24/2013,1,,"133 S. Ct. 2466","186 L. Ed. 2d 607","2013 U.S. LEXIS 4702",2012,1704,"Roberts","12-142","MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,,143,,204,,1,,,0,91,,21,,1,12,2,2,1,3,0,1,0,0,100030,10,2,0,4,,3,332,"NA",112,111,1,5,4
"2012-070","2012-070-01","2012-070-01-01","2012-070-01-01-01",6/24/2013,1,,"133 S. Ct. 2434","186 L. Ed. 2d 565","2013 U.S. LEXIS 4703",2012,1704,"Roberts","11-556","MAETTA VANCE, PETITIONER v. BALL STATE UNIVERSITY",11/26/2012,,11,18,26,18,1,,,0,69,,27,,0,2,2,1,1,2,0,0,0,0,20400,2,1,0,3,5,3,384,"NA",112,111,1,5,4
"2012-071","2012-071-01","2012-071-01-01","2012-071-01-01-01",6/24/2013,1,,"133 S. Ct. 2496","186 L. Ed. 2d 540","2013 U.S. LEXIS 4715",2012,1704,"Roberts","12-418","UNITED STATES, PETITIONER v. ANTHONY JAMES KEBODEAUX",4/17/2013,,27,,137,,1,,,0,,,25,,1,13,2,1,1,4,0,1,0,0,10550,1,1,0,1,,1,120,"NA",110,111,1,7,2
"2012-072","2012-072-01","2012-072-01-01","2012-072-01-01-01",6/24/2013,1,,"133 S. Ct. 2517","186 L. Ed. 2d 503","2013 U.S. LEXIS 4704",2012,1704,"Roberts","12-484","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, PETITIONER v. NAIEL NASSAR",4/24/2013,,167,,206,,1,,,0,120,,25,,1,11,6,2,1,5,0,1,0,0,20400,2,1,0,4,5,3,384,"NA",106,111,1,5,4
"2012-073","2012-073-01","2012-073-01-01","2012-073-01-01-01",6/25/2013,1,,"133 S. Ct. 2612","186 L. Ed. 2d 651","2013 U.S. LEXIS 4917",2012,1704,"Roberts","12-96","SHELBY COUNTY v. HOLDER",2/27/2013,,5,1,327,,1,,,0,55,,32,,1,12,2,2,2,3,0,1,0,0,20020,2,1,0,4,2,3,378,"NA",111,111,1,5,4
"2012-074","2012-074-01","2012-074-01-01","2012-074-01-01-01",6/25/2013,1,,"133 S. Ct. 2586","186 L. Ed. 2d 697","2013 U.S. LEXIS 4918",2012,1704,"Roberts","11-1447","KOONTZ v. ST. JOHNS RIVER WATER MGMT. DIST.",1/15/2013,,195,,18,12,1,117,12,0,302,12,300,12,0,2,3,2,1,4,0,1,0,0,40070,4,2,0,2,,2,211,"NA",112,111,1,5,4
"2012-075","2012-075-01","2012-075-01-01","2012-075-01-01-01",6/25/2013,1,,"133 S. Ct. 2552","186 L. Ed. 2d 729","2013 U.S. LEXIS 4916",2012,1704,"Roberts","12-399","ADOPTIVE COUPLE v. BABY GIRL",4/16/2013,,202,,129,,1,117,48,0,302,48,300,48,0,12,2,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,"25-1912 (f)",112,111,1,5,4
"2012-076","2012-076-01","2012-076-01-01","2012-076-01-01-01",6/24/2013,2,,"133 S. Ct. 2548","186 L. Ed. 2d 644","2013 U.S. LEXIS 4705",2012,1704,"Roberts","12-1084","RYAN v. SCHAD",,,4,4,126,,1,,,0,300,4,29,,1,12,5,1,1,5,0,1,0,0,20330,2,,0,,5,4,400,"NA",,111,1,9,0
"2012-077","2012-077-01","2012-077-01-01","2012-077-01-01-01",6/26/2013,1,,"133 S. Ct. 2652","186 L. Ed. 2d 768","2013 U.S. LEXIS 4919",2012,1704,"Roberts","12-144","HOLLINGSWORTH v. PERRY",3/26/2013,,251,,162,,1,,,0,50,,29,,0,12,2,2,1,5,0,0,0,0,90240,9,1,0,1,,1,139,"NA",111,111,1,5,4
"2012-078","2012-078-01","2012-078-01-01","2012-078-01-01-01",6/26/2013,1,,"133 S. Ct. 2720","186 L. Ed. 2d 794","2013 U.S. LEXIS 4920",2012,1704,"Roberts","12-357","SEKHAR v. UNITED STATES",4/23/2013,,126,,27,,1,,,0,96,,22,,0,12,2,3,1,3,0,1,0,0,10470,1,2,0,4,,6,600,"18-1951 (a)",105,111,1,9,0
"2012-079","2012-079-01","2012-079-01-01","2012-079-01-01-01",6/26/2013,1,,"133 S. Ct. 2675","186 L. Ed. 2d 808","2013 U.S. LEXIS 4921",2012,1704,"Roberts","12-307","UNITED STATES v. WINDSOR",3/27/2013,,14,,162,,1,69,,0,96,,22,,0,12,2,2,2,2,0,0,0,0,40010,4,2,0,1,,6,600,"DOMA",106,106,1,5,4
"2013-001","2013-001-01","2013-001-01-01","2013-001-01-01-01",10/15/2013,6,,"134 S. Ct. 2","187 L. Ed. 2d 1","2013 U.S. LEXIS 7251",2013,1704,"Roberts","12-872","MADIGAN v. LEVIN",10/7/2013,,19,17,13,17,1,,,0,66,,27,,0,12,2,2,1,9,0,1,0,0,20060,2,2,0,3,,3,302,"NA",,111,1,9,0
"2013-002","2013-002-01","2013-002-01-01","2013-002-01-01-01",11/4/2013,2,,"134 S. Ct. 3","187 L. Ed. 2d 341","2013 U.S. LEXIS 7773",2013,1704,"Roberts","12-1217","STANTON v. SIMS",,,8,6,195,,1,,,0,51,,29,,0,5,3,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,"NA",,111,1,9,0
"2013-003","2013-003-01","2013-003-01-01","2013-003-01-01-01",11/5/2013,1,,"134 S. Ct. 10","187 L. Ed. 2d 348","2013 U.S. LEXIS 8039",2013,1704,"Roberts","12-414","BURT v. TITLOW",10/8/2013,,28,27,215,,1,,,0,81,,26,,0,12,3,2,1,3,0,1,0,0,10030,1,1,0,4,,3,341,"NA",112,111,1,9,0
"2013-004","2013-004-01","2013-004-01-01","2013-004-01-01-01",12/2/2013,2,,"134 S. Ct. 510","187 L. Ed. 2d 470","2013 U.S. LEXIS 8424",2013,1704,"Roberts","13-113","FORD MOTOR CO. v. UNITED STATES",,,184,,27,,1,69,,0,81,,26,,0,12,2,2,1,5,0,1,0,0,120010,12,1,0,7,,3,345,"NA",,111,1,9,0
"2013-005","2013-005-01","2013-005-01-01","2013-005-01-01-01",12/3/2013,1,,"134 S. Ct. 557","187 L. Ed. 2d 472","2013 U.S. LEXIS 8776",2013,1704,"Roberts","12-562","UNITED STATES v. WOODS",10/9/2013,,27,,173,,1,69,,0,122,,25,,0,2,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,"NA",105,111,1,9,0
"2013-006","2013-006-01","2013-006-01-01","2013-006-01-01-01",12/3/2013,1,,"134 S. Ct. 568","187 L. Ed. 2d 487","2013 U.S. LEXIS 8775",2013,1704,"Roberts","12-929","ATLANTIC MARINE CONSTR. CO. v. UNITED STATES DIST. COURT FOR WESTERN DIST. OF TEX.",10/9/2013,,176,,6,51,1,124,,0,122,,25,,0,12,9,1,1,4,0,1,0,0,90140,9,2,0,4,,6,600,"28-1404",112,111,1,9,0
"2013-007","2013-007-01","2013-007-01-01","2013-007-01-01-01",12/10/2013,1,,"134 S. Ct. 584","187 L. Ed. 2d 505","2013 U.S. LEXIS 9019",2013,1704,"Roberts","12-815","SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,,205,,205,,1,117,19,0,71,,28,,0,11,2,1,1,3,0,1,0,0,90090,9,2,0,7,4,6,600,"Telecommunications Act of 1996",109,111,1,9,0
"2013-008","2013-008-01","2013-008-01-01","2013-008-01-01-01",12/10/2013,6,,"134 S. Ct. 594","187 L. Ed. 2d 517","2013 U.S. LEXIS 9018",2013,1704,"Roberts","12-99","UNITE HERE LOCAL 355 v. MULHALL",11/13/2013,,249,,145,,1,,,0,58,,31,,0,2,9,1,1,9,0,1,0,0,70070,7,1,0,3,,3,349,"NA",,111,1,6,3
"2013-009","2013-009-01","2013-009-01-01","2013-009-01-01-01",12/11/2013,1,,"134 S. Ct. 596","187 L. Ed. 2d 519","2013 U.S. LEXIS 9020",2013,1704,"Roberts","12-609","KANSAS v. CHEEVER",10/16/2013,,28,20,100,,1,,,0,302,20,300,20,0,12,8,2,1,5,0,1,0,0,10090,1,1,0,2,7,2,210,"NA",113,111,1,9,0
"2013-010","2013-010-01","2013-010-01-01","2013-010-01-01-01",12/16/2013,1,,"134 S. Ct. 604","187 L. Ed. 2d 529","2013 U.S. LEXIS 9026",2013,1704,"Roberts","12-729","HEIMESHOFF v. HARTFORD LIFE & ACCIDENT INS. CO.",10/15/2013,,145,,171,,1,,,0,53,,22,,0,2,2,1,1,2,0,0,0,0,80090,8,1,0,4,,3,323,"NA",108,111,1,9,0
"2013-011","2013-011-01","2013-011-01-01","2013-011-01-01-01",1/14/2014,1,,"134 S. Ct. 746","187 L. Ed. 2d 624","2014 U.S. LEXIS 644",2013,1704,"Roberts","11-965","DAIMLERCHRYSLER AG v. BAUMAN",10/15/2013,,189,,159,,1,,,0,50,,29,,1,11,9,1,1,3,0,1,0,0,40060,4,2,0,2,,2,230,"NA",109,111,1,9,0
"2013-012","2013-012-01","2013-012-01-01","2013-012-01-01-01",1/14/2014,1,,"134 S. Ct. 736","187 L. Ed. 2d 654","2014 U.S. LEXIS 645",2013,1704,"Roberts","12-1036","MISS. EX REL. HOOD v. AU OPTRONICS CORP.",11/6/2013,,28,29,184,,1,,,0,85,,25,,0,2,6,1,1,4,0,0,0,0,90090,9,1,0,4,,6,600,"28-1332",113,111,1,9,0
"2013-013","2013-013-01","2013-013-01-01","2013-013-01-01-01",1/15/2014,1,,"134 S. Ct. 773","187 L. Ed. 2d 669","2014 U.S. LEXIS 646",2013,1704,"Roberts","12-992","RAY HALUCH GRAVEL CO. v. CENT. PENSION FUND OF INT'L UNION OF OPERATING ENG'RS",12/9/2013,,151,,146,,1,,,0,80,,21,,0,2,11,2,1,4,0,1,0,0,90480,9,1,0,4,,4,400,"NA",106,111,1,9,0
"2013-014","2013-014-01","2013-014-01-01","2013-014-01-01-01",1/22/2014,1,,"134 S. Ct. 843","187 L. Ed. 2d 703","2014 U.S. LEXIS 788",2013,1704,"Roberts","12-1128","MEDTRONIC, INC. v. MIROWSKI FAMILY VENTURES, LLC",11/5/2013,,180,,172,,1,,,0,54,,8,,0,11,3,2,1,4,0,1,0,0,80180,8,2,0,7,,9,900,"NA",110,111,1,9,0
"2013-015","2013-015-01","2013-015-01-01","2013-015-01-01-01",1/27/2014,1,,"134 S. Ct. 881","187 L. Ed. 2d 715","2014 U.S. LEXIS 797",2013,1704,"Roberts","12-7515","BURRAGE v. UNITED STATES",11/12/2013,,126,,27,,1,,,0,71,,28,,0,11,2,1,1,4,0,1,0,0,10510,1,2,0,4,,6,600,"21-801",105,111,1,9,0
"2013-016","2013-016-01","2013-016-01-01","2013-016-01-01-01",1/27/2014,1,,"134 S. Ct. 870","187 L. Ed. 2d 729","2014 U.S. LEXIS 799",2013,1704,"Roberts","12-417","SANDIFER v. UNITED STATES STEEL CORP.",11/4/2013,,145,,187,,1,,,0,68,,27,,0,12,2,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,"NA",105,111,1,9,0
"2013-017","2013-017-01","2013-017-01-01","2013-017-01-01-01",1/27/2014,1,,"134 S. Ct. 852","187 L. Ed. 2d 744","2014 U.S. LEXIS 798",2013,1704,"Roberts","12-315","AIR WISCONSIN AIRLINES CORP. v. HOEPER",12/9/2013,,104,,145,,1,,,0,302,7,300,7,0,11,2,1,1,4,0,1,0,0,30030,3,2,0,4,,6,600,"49-44941",113,111,1,6,3
"2013-018","2013-018-01","2013-018-01-01","2013-018-01-01-01",2/24/2014,2,,"134 S. Ct. 1081","188 L. Ed. 2d 1","2014 U.S. LEXIS 1012",2013,1704,"Roberts","13-6440","HINTON v. ALABAMA",,,137,,28,1,1,,,0,302,1,300,1,1,12,2,1,1,5,0,1,0,0,20350,2,2,0,2,7,2,214,"NA",,111,1,9,0
"2013-019","2013-019-01","2013-019-01-01","2013-019-01-01-01",2/25/2014,1,,"134 S. Ct. 1090","188 L. Ed. 2d 46","2014 U.S. LEXIS 1634",2013,1704,"Roberts","12-464","KALEY v. UNITED STATES",10/16/2013,,100,,27,,1,,,0,58,,31,,0,2,2,1,1,2,0,0,0,0,10120,1,1,0,4,7,6,600,"21-853",114,105,1,6,3
"2013-020","2013-020-01","2013-020-01-01","2013-020-01-01-01",2/25/2014,1,,"134 S. Ct. 1126","188 L. Ed. 2d 25","2014 U.S. LEXIS 1636",2013,1704,"Roberts","12-7822","FERNANDEZ v. CALIFORNIA",11/13/2013,,100,,28,6,1,,,0,302,6,300,6,0,12,9,1,1,2,0,0,0,0,10050,1,1,0,2,,2,205,"NA",112,111,1,6,3
"2013-021","2013-021-01","2013-021-01-01","2013-021-01-01-01",2/25/2014,1,,"134 S. Ct. 1115","188 L. Ed. 2d 12","2014 U.S. LEXIS 1635",2013,1704,"Roberts","12-574","WALDEN v. FIORE",11/4/2013,,8,13,216,,1,,,0,90,,29,,1,11,3,2,1,3,0,1,0,0,40060,4,2,0,2,,2,230,"NA",108,111,1,9,0
"2013-022","2013-022-01","2013-022-01-01","2013-022-01-01-01",2/26/2014,1,,"134 S. Ct. 1058","188 L. Ed. 2d 88","2014 U.S. LEXIS 1644",2013,1704,"Roberts","12-79","CHADBOURNE & PARKE LLP v. TROICE",10/7/2013,,111,,173,,1,,,0,120,,25,,0,12,2,2,1,2,0,0,0,0,80120,8,2,0,4,,6,600,"15-78bb",110,111,1,7,2
"2013-023","2013-023-01","2013-023-01-01","2013-023-01-01-01",2/26/2014,1,,"134 S. Ct. 1144","188 L. Ed. 2d 75","2014 U.S. LEXIS 1643",2013,1704,"Roberts","12-1038","UNITED STATES v. APEL",12/4/2013,,27,,137,,1,,,0,48,,29,,0,12,3,2,1,5,0,1,0,0,10570,1,1,0,4,,6,600,"18-1382",111,111,1,9,0
"2013-024","2013-024-01","2013-024-01-01","2013-024-01-01-01",3/4/2014,1,,"134 S. Ct. 1158","188 L. Ed. 2d 158","2014 U.S. LEXIS 1783",2013,1704,"Roberts","12-3","LAWSON v. FMR LLC",11/12/2013,,145,,151,,1,71,,0,80,,21,,1,11,3,1,1,4,0,1,0,0,50040,5,2,0,4,,6,600,"18-1514A",109,111,1,6,3
"2013-025","2013-025-01","2013-025-01-01","2013-025-01-01-01",3/4/2014,1,,"134 S. Ct. 1188","188 L. Ed. 2d 146","2014 U.S. LEXIS 1784",2013,1704,"Roberts","12-5196","LAW v. SIEGEL",1/13/2014,,138,,135,,1,,,0,48,,29,,0,12,2,1,1,4,0,1,0,0,80030,8,2,0,4,,3,307,"NA",105,111,1,9,0
"2013-026","2013-026-01","2013-026-01-01","2013-026-01-01-01",3/5/2014,1,,"134 S. Ct. 1224","188 L. Ed. 2d 200","2014 U.S. LEXIS 1786",2013,1704,"Roberts","12-820","LOZANO v. MONTOYA ALVAREZ",12/11/2013,,153,,188,,1,,,0,96,,22,,0,11,2,2,1,2,0,0,0,0,20170,2,2,0,4,,5,509,"NA",108,111,1,9,0
"2013-027","2013-027-01","2013-027-01-01","2013-027-01-01-01",3/5/2014,1,,"134 S. Ct. 1198","188 L. Ed. 2d 220","2014 U.S. LEXIS 1785",2013,1704,"Roberts","12-138","BG GROUP PLC v. REPUBLIC OF ARGENTINA",12/2/2013,,173,,24,,1,,,0,55,,32,,0,10,3,2,1,3,0,1,0,0,80160,8,1,0,4,,5,509,"NA",110,105,1,7,2
"2013-028","2013-028-01","2013-028-01-01","2013-028-01-01-01",3/5/2014,1,,"134 S. Ct. 1240","188 L. Ed. 2d 248","2014 U.S. LEXIS 1787",2013,1704,"Roberts","12-895","ROSEMOND v. UNITED STATES",11/12/2013,,137,,27,,1,,,0,123,,30,,0,2,2,1,1,5,0,1,0,0,10510,1,2,0,4,,6,600,"18-924",114,111,1,7,2
"2013-029","2013-029-01","2013-029-01-01","2013-029-01-01-01",3/10/2014,1,,"134 S. Ct. 1257","188 L. Ed. 2d 272","2014 U.S. LEXIS 1788",2013,1704,"Roberts","12-1173","BRANDT TRUST v. UNITED STATES",1/14/2014,,195,,27,,1,,,0,134,,30,,0,2,2,3,1,4,0,1,0,0,140010,14,3,0,4,,6,600,"43-934-939",111,111,1,8,1
"2013-030","2013-030-01","2013-030-01-01","2013-030-01-01-01",3/25/2014,1,,"134 S. Ct. 1377","188 L. Ed. 2d 392","2014 U.S. LEXIS 2214",2013,1704,"Roberts","12-873","LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,,184,,233,,1,,,0,73,,26,,0,11,3,2,1,2,0,0,0,0,90260,9,2,0,4,,6,600,"15-1125",105,111,1,9,0
"2013-031","2013-031-01","2013-031-01-01","2013-031-01-01-01",3/25/2014,1,,"134 S. Ct. 1395","188 L. Ed. 2d 413","2014 U.S. LEXIS 2213",2013,1704,"Roberts","12-1408","UNITED STATES v. QUALITY STORES, INC., et al.",1/14/2014,,27,,238,,1,,,0,82,,26,,0,2,2,1,1,4,0,1,0,0,120010,12,2,0,4,,3,345,"NA",106,111,1,8,0
"2013-032","2013-032-01","2013-032-01-01","2013-032-01-01-01",3/26/2014,1,,"134 S. Ct. 1405","188 L. Ed. 2d 426","2014 U.S. LEXIS 2220",2013,1704,"Roberts","12-1371","UNITED STATES v. CASTLEMAN",1/15/2014,,27,,137,,1,,,0,118,,26,,1,2,2,2,1,4,0,1,0,0,10380,1,1,0,4,7,6,600,"18-922",113,111,1,9,0
"2013-033","2013-033-01","2013-033-01-01","2013-033-01-01-01",4/2/2014,7,,"134 S. Ct. 1434","188 L. Ed. 2d 468","2014 U.S. LEXIS 2391",2013,1704,"Roberts","12-536","MCCUTCHEON v. FEC",10/8/2013,,211,,343,,2,42,,1,55,,55,,0,1,9,2,2,4,0,1,0,0,30140,3,1,0,1,7,2,200,"NA",111,111,1,5,4
"2013-034","2013-034-01","2013-034-01-01","2013-034-01-01-01",4/2/2014,1,,"134 S. Ct. 1422","188 L. Ed. 2d 538","2014 U.S. LEXIS 2392",2013,1704,"Roberts","12-462","NORTHWEST, INC. v. GINSBERG",12/3/2013,,104,,130,,1,,,0,51,,29,,0,12,4,1,1,4,0,1,0,0,100020,10,2,0,4,,6,600,"49-41713",112,111,1,9,0
