,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc
06-8273,0,10/31/2007,10,2007,STEPHEN DANFORTH v. MINNESOTA,-6,1,-1,-1,-0.75,-0.666666667,2/20/2008,7,2,1,1,0.157750343,-0.030927835,-0.950585176,-0.322292994,-0.112301587,-0.003895573,0.019587253,-0.132401892,0.009212662,3.0,5.0,0.0,0.0,1,1.0,2.0,1,11.0,1,0,0,0,573,0,5,1,18,307,422,3,1,11,10,353,329,2,5,16,15,750,28,8,0,34,2,603,401,12,3,17,13
06-84,1,1/16/2007,1,2007,SAFECO INSURANCE COMPANY OF AMERICA et al. v. CHARLES BURR et al.,-9,-0.2,-1,-1,0.2,-0.636363636,6/4/2007,9,0,1,0.094505495,-0.074380165,-1,0.043624161,-0.794871795,-0.066555147,0.259047619,-0.017440476,0.009178005,0.072632576,1.0,1.0,9.0,9.0,1,2.0,2.0,8,2.0,1,0,0,412,644,6,5,25,33,65,56,4,2,5,7,142,0,3,0,6,1,285,311,4,11,14,15,422,48,11,2,25,5
06-856,1,11/26/2007,11,2007,JAMES LARUE v. DEWOLFF BOBERG & ASSOCIATES INC. ET AL,4,1,1,0,-1,-0.571428571,2/20/2008,9,0,1,1,0.602564103,0,-0.72195122,-0.483365949,-0.128937729,0.199402597,0,0.137356151,0.055285471,0.0,1.0,4.0,4.0,1,1.0,2.0,8,12.0,1,0,0,0,411,0,9,1,37,155,625,4,16,9,45,0,0,0,0,1,1,706,114,10,3,37,6,758,264,12,4,54,14
06-9130,0,10/29/2007,10,2007,ABDUS-SHAHID M. S. ALI v. FEDERAL BUREAU OF PRISONS ET AL,14,1,-0.5,0,0,0.142857143,1/22/2008,5,4,0,1,-0.009433962,0,-0.83081571,-0.364779874,-0.065834548,0.16875,0,0.029518398,0.072127976,3.0,2.0,11.0,11.0,1,1.0,2.0,8,2.0,1,1,0,0,616,0,9,1,26,107,118,3,3,11,6,0,0,0,0,1,1,303,28,3,1,13,2,217,205,5,3,9,13
06-923,-1,4/23/2008,4,2008,METRO. LIFE INS. CO. v. GLENN,-2,0.333333333,-0.555555556,0.111111111,0.333333333,0.058823529,6/19/2008,6,3,0,0.73433584,-0.691292876,0.028423773,-0.056930693,0.204145078,0.171577381,-0.209387655,0.016309524,-0.069281463,-0.110883872,1.0,11.0,6.0,6.0,1,2.0,1.5,8,12.0,1,1,0,106,692,4,11,12,41,641,117,8,3,33,9,188,199,4,6,8,11,427,381,5,2,21,17,384,597,7,6,25,36
06-937,1,1/16/2008,1,2008,QUANTA COMPUTER INC. et al. v. LG ELECTRONICS INC.,-1,0.555555556,-1,-1,-0.428571429,1,6/9/2008,9,0,1,0.770114943,-1,-1,-0.34520277,1,0.05356241,-0.004497354,0.01,0.017724636,-0.046309524,1.0,0.0,9.0,13.0,0,1.0,2.0,8,12.0,1,0,0,120,931,0,9,5,40,134,0,6,0,6,1,54,0,1,0,4,1,680,338,6,3,24,19,0,364,0,5,1,27
06-939,1,3/19/2008,3,2008,CHAMBER OF COMMERCE OF THE UNITED STATES v. BROWN,5,-1,-1,0,0.411764706,0.2,6/19/2008,7,2,1,-0.404255319,-1,1,0.277845777,0.594074074,0.230204204,0.01984127,-0.033333333,0.006535714,-0.060194078,14.0,0.0,9.0,9.0,1,2.0,1.5,10,12.0,1,0,0,601,238,8,10,27,12,336,0,7,0,18,1,0,77,0,2,1,4,295,523,5,6,17,28,137,538,5,5,15,37
06-969,1,4/25/2007,4,2007,FEDERAL ELECTION COMMISSION v. WISCONSIN RIGHT TO LIFE INC.,9,1,0,0,-1,-0.5,6/25/2007,5,4,0,1,-1,-0.506976744,-0.802867384,-0.456293706,-0.165495706,0.136666667,-0.381578947,0.165730407,0.026553863,2.0,14.0,12.0,-1,0,1.5,-1,3,-1,2,0,0,0,1061,0,15,1,57,48,0,1,0,4,1,162,53,0,2,7,5,503,55,7,2,25,3,833,330,14,9,47,20
06-984,1,10/10/2007,10,2007,JOSE ERNESTO MEDELLIN v. TEXAS,-22,0.6,0.181818182,-0.6,-0.875,-0.294117647,3/25/2008,6,3,0,0.715721464,0.336802974,0.183359014,-0.813793103,-0.403699674,0.10037037,0.02718065,0.119182692,-0.165782241,-0.004597248,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,12,0,0,203,1195,2,13,7,64,446,907,3,17,26,50,265,397,6,6,17,16,1054,110,20,2,47,5,645,297,16,6,40,16
06-989,0,11/7/2007,11,2007,HALL STREET ASSOCIATES L.L.C. v. MATTEL INC,7,0.2,1,0.777777778,-0.4,0.090909091,3/25/2008,6,3,0,0.324973877,0.620689655,0.3640553,-0.494204426,0.027522936,0.104137488,-0.076006494,-0.174228395,0.140244859,0.014520202,0.0,0.0,9.0,9.0,1,1.0,1.5,8,11.0,1,0,0,323,687,9,14,20,34,132,564,3,6,7,25,207,444,1,2,9,22,711,264,8,3,45,22,371,392,9,9,23,24
07-1015,0,12/10/2008,12,2008,JOHN D. ASHCROFT FORMER ATTORNEY GENERAL et al. v. JAVAID IQBAL et al.,11,-0.777777778,0.25,-1,0.2,1,5/18/2009,5,4,1,-0.018947368,-0.502824859,-1,0.326364692,0.918158568,0.03260759,0.036938364,-0.037962963,0.06816369,0.418445578,2.0,9.0,2.0,2.0,1,2.0,7.0,9,12.0,1,0,0,552,466,10,8,37,21,401,132,8,5,23,8,115,0,1,0,5,1,290,571,4,8,13,19,16,385,0,7,1,25
07-10374,0,12/3/2008,12,2008,KEITH HAYWOOD v. CURTIS DROWN et al.,27,0.333333333,1,0.846153846,-1,-0.333333333,5/26/2009,5,4,1,0.253191489,0.047463175,0.215926493,-0.950146628,-0.120350109,0.128616867,0.166224146,0.106590909,0.080405844,0.039838113,3.0,11.0,0.0,0.0,1,1.0,2.0,2,10.0,1,0,0,351,589,6,8,20,24,291,320,2,6,9,17,256,397,2,7,18,19,665,17,3,0,25,1,256,201,7,6,20,18
07-10441,0,1/21/2009,1,2009,JOHNNIE CORLEY v. UNITED STATES,-3,1,0.6,-1,-1,-0.5,4/6/2009,5,4,1,1,0.315649867,-1,-0.836538462,-0.053030303,-0.03235119,-0.061564626,0.049019608,-0.084345238,0.005714286,3.0,2.0,3.0,4.0,0,1.0,2.0,1,2.0,1,0,0,0,601,0,8,1,25,129,248,4,3,6,12,263,0,9,0,14,1,191,17,4,0,10,2,417,380,3,5,19,20
07-1059,1,11/4/2008,11,2008,UNITED STATES v. EURODIF S. A. et al.,14,-0.25,0,0.6,0.333333333,0.666666667,1/26/2009,9,0,1,-0.103574702,-1,0.823529412,-0.341818182,0.859191656,0.129550362,-0.08,0,0.048550061,0.253996642,2.0,0.0,13.0,13.0,1,1.0,1.5,8,11.0,1,1,0,602,489,6,4,24,24,103,0,1,0,2,1,12,124,1,4,1,15,369,181,8,3,20,14,54,713,4,12,6,49
07-1090,1,4/20/2009,4,2009,REPUBLIC OF IRAQ v. JORDAN BEATY et al.,21,1,0.2,1,0,0.428571429,6/8/2009,9,0,1,1,0.015544041,1,0.091428571,0.560165975,0.098872655,-0.102527829,-0.152678571,0.106838474,0.215252976,0.0,0.0,12.0,12.0,1,2.0,4.0,9,11.0,1,0,0,0,145,0,3,1,16,285,300,7,4,15,19,0,81,0,0,1,5,159,191,3,0,9,9,53,206,2,3,4,17
07-1114,0,12/9/2008,12,2008,GARY BRADFORD CONE v. RICKY BELL WARDEN,1,1,-0.5,0,-1,-0.142857143,4/28/2009,7,2,1,1,-0.145669291,-0.009584665,-0.958921694,-0.198501873,-0.107857143,-0.223740079,0.072727273,0.099234694,0.286326885,3.0,5.0,6.0,6.0,1,1.0,2.0,1,2.0,1,0,0,0,929,0,11,1,44,295,217,5,1,11,8,158,155,6,4,8,9,763,16,6,0,39,1,181,107,6,2,15,5
07-11191,-1,1/11/2010,1,2010,MARK A. BRISCOE AND SHELDON A. CYPRESS v. VIRGINIA,-5,-0.2,-1,-1,-1,0.6,1/25/2010,9,0,1,-0.210922787,-0.365853659,-1,-0.627659574,0.788402848,0.014796184,0.206481481,0.227272727,-0.176190476,0.112064821,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,643,419,10,6,35,19,112,52,2,0,3,4,90,0,1,0,6,1,154,35,2,0,14,2,106,879,10,33,19,73
07-1122,1,12/9/2008,12,2008,ARIZONA v. LEMON MONTREA JOHNSON,2,1,0,-0.6,0.6,-0.555555556,1/26/2009,9,0,1,1,-0.263157895,-0.164,0.428253615,-0.386430678,-0.099063492,-0.042576734,-0.040277778,-0.027050265,0.086237374,5.0,3.0,0.0,0.0,1,2.0,1.5,1,12.0,1,0,0,0,755,0,24,1,61,372,217,5,4,18,11,291,211,4,2,15,10,257,644,4,13,10,31,470,208,16,6,30,12
07-1125,0,12/2/2008,12,2008,LISA FITZGERALD et vir v. BARNSTABLE SCHOOL COMMITTEE et al.,-5,-0.384615385,-0.066666667,-1,0,0,1/21/2009,9,0,1,0.084951456,0.157184185,-1,0.028880866,0.101265823,-0.063056586,-0.022394723,0.1,-0.044843351,-0.11784188,0.0,4.0,1.0,1.0,1,1.0,2.0,2,2.0,1,0,0,377,447,11,7,18,24,437,600,12,13,30,38,11,0,1,0,1,1,269,285,4,0,14,9,142,174,7,2,10,13
07-1209,-1,12/8/2008,12,2008,ERIC K. SHINSEKI SECRETARY OF VETERANS AFFAIRS v. WOODROW F. SANDERS,0,0.333333333,0.5,1,-0.333333333,0.333333333,4/21/2009,6,3,1,0.228205128,0.100642398,0.278195489,-0.276243094,0.470588235,0.07119626,-0.011647727,0.008796932,-0.192789116,0.052857143,2.0,0.0,13.0,13.0,1,2.0,1.5,2,11.0,1,1,0,602,958,2,14,22,44,210,257,3,5,7,15,211,255,5,5,9,12,462,262,7,6,19,15,18,50,3,3,3,4
07-1216,0,12/3/2008,12,2008,PHILIP MORRIS USA INC. v. MAYOLA WILLIAMS PERSONAL REPRESENTATIVE OF THE ESTATE OF JESSE D. WILLIAMS DECEASED,11,0.466666667,-1,1,0.6,0.777777778,3/31/2009,9,0,0,-0.091586794,-0.896980462,1,0.518610422,0.785185185,-0.067209265,0.069361772,0.005691964,0.022622655,0.09890625,1.0,0.0,0.0,0.0,1,2.0,2.0,9,12.0,1,0,0,1025,853,9,5,41,43,534,29,9,1,27,1,0,196,0,2,1,11,194,612,0,5,5,23,29,241,3,5,4,15
07-1223,0,11/12/2008,11,2008,EDWARD NATHANIEL BELL v. LORETTA K. KELLY WARDEN,6,0.333333333,-0.6,1,-1,0.333333333,11/17/2008,9,0,0,-0.202909091,-0.721518987,1,-0.863070539,0.368421053,0.042956349,-0.026429063,-0.034090909,0.228366857,-0.04805504,3.0,5.0,4.0,4.0,1,1.0,2.0,9,12.0,1,0,0,827,548,10,7,43,39,340,55,1,1,18,1,0,109,0,4,1,4,449,33,3,0,22,2,191,390,5,8,15,25
07-1239,0,10/8/2008,10,2008,DONALD C. WINTER SECRETARY OF THE NAV. et al. v. NATURAL RESOURCES DEFENSE COUNCIL INC. et al.,-6,0.666666667,-1,-1,0.666666667,0,11/12/2008,5,4,1,0.519736842,-1,-0.318611987,0.531019979,-0.2406639,-0.055992695,0.19625,-0.107936508,-0.031387897,0.041435185,2.0,14.0,9.0,9.0,1,2.0,2.0,8,12.0,1,0,0,219,703,3,7,11,40,188,0,3,0,10,1,213,108,9,0,15,2,223,728,4,3,13,39,325,183,2,1,14,10
07-1309,0,1/14/2009,1,2009,EDMUND BOYLE v. UNITED STATES,7,0.5,-1,1,1,0.666666667,6/8/2009,7,2,0,0.609958506,-0.772575251,-0.077966102,0.472312704,0.212253829,0.014194139,0.005606061,0.3,0.475595238,0.017244898,3.0,2.0,2.0,2.0,1,1.0,2.0,1,2.0,1,0,0,188,776,2,8,10,39,530,68,16,1,33,2,159,136,1,5,11,5,81,226,1,3,3,14,180,277,7,6,11,22
07-1315,0,1/13/2009,1,2009,MICHAEL A. KNOWLES WARDEN v. ALEXANDRE MIRZAYANCE,9,0.5,1,-0.384615385,0.555555556,0.5,3/24/2009,9,0,1,-0.063492063,-0.118421053,-0.089214381,0.263157895,-0.095008052,0.096816114,-0.093807119,0.179293651,0.06984948,0.193498168,5.0,3.0,9.0,9.0,1,2.0,2.0,2,11.0,1,0,0,536,472,6,4,20,26,170,134,2,3,6,7,409,342,11,4,21,19,308,528,4,7,13,26,409,318,6,8,21,16
07-1356,1,1/21/2009,1,2009,KANSAS v. DONNIE RAY VENTRIS,-7,1,-0.6,0,1,-1,4/29/2009,7,2,1,1,-0.165048544,0,0.537974684,-1,-0.107127976,0.07692242,0,0.100719246,0.073809524,5.0,3.0,0.0,0.0,1,2.0,4.0,1,11.0,1,0,0,0,634,0,10,1,27,300,215,9,1,15,9,0,0,0,0,1,1,146,486,1,3,7,17,183,0,7,0,14,1
07-1372,1,2/25/2009,2,2009,HAWAII et al. v. OFFICE OF HAWAIIAN AFFAIRS et al.,12,0.142857143,0.25,0.333333333,1,0.5,3/31/2009,9,0,1,0.226381462,0.150214592,-0.584313725,0.630114566,0.498789346,0.185383598,0.234933036,0.098260668,0.003148148,0.134806136,5.0,5.0,0.0,0.0,1,1.5,5.0,13,12.0,1,1,1,217,349,5,7,14,14,396,536,3,6,17,20,202,53,1,1,6,3,113,498,1,8,6,22,207,619,5,11,11,28
07-1410,0,2/23/2009,2,2009,UNITED STATES v. NAVAJO NATION,5,1,0.2,-1,-0.333333333,0.666666667,4/6/2009,9,0,1,1,0.606177606,-0.585714286,0.038869258,0.70212766,-0.105955564,-0.008787594,0.077777778,0.055782967,0.217946429,2.0,6.0,13.0,13.0,1,2.0,1.5,2,11.0,1,1,0,0,540,0,8,1,24,51,212,1,1,5,11,222,58,5,1,14,2,136,147,1,4,6,12,35,200,3,6,4,12
07-1428,1,4/22/2009,4,2009,FRANK RICCI et al. v. JOHN DESTEFANO et al.,-41,-1,-1,-0.8,0.363636364,-0.3,6/29/2009,5,4,1,-0.716649431,-0.70536829,-0.254038179,0.470699433,-0.496981891,-0.034139831,0.181354696,0.135523675,0.059942783,-0.044154457,11.0,0.0,2.0,2.0,1,2.0,2.0,2,12.0,1,1,1,885,137,20,2,55,4,689,123,8,4,30,7,427,260,7,2,30,13,425,1175,8,27,24,65,378,143,8,5,24,11
07-1437,0,2/24/2009,2,2009,CARLSBAD TECHNOLOGY INC. v. HIF BIO INC. et al.,0,0,0.75,0,-0.5,-1,5/4/2009,9,0,1,0,-0.013836478,0,-0.427312775,-1,0,0.011031661,0,-0.268696581,0.017857143,0.0,1.0,9.0,13.0,0,1.0,9.0,9,11.0,1,0,0,0,0,0,0,1,1,828,784,11,5,26,33,0,0,0,0,1,1,324,130,4,1,18,5,28,0,3,0,3,1
07-1529,0,1/13/2009,1,2009,JESSE JAY MONTEJO v. LOUISIANA,-1,1,-0.2,-1,-0.8,-0.555555556,5/26/2009,5,4,0,1,0.514367816,0.276051188,-0.600481348,-0.566360053,-0.096988095,-0.160796958,0.12534632,-0.130474065,0.051613409,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,0,746,0,14,1,57,169,554,1,11,9,27,198,349,7,1,16,16,665,166,13,4,41,10,596,251,9,5,36,20
07-1601,1,2/24/2009,2,2009,BURLINGTON NORTHERN AND SANTA FE RAILWAY COMPANY et al. v. UNITED STATES et al.,20,0.777777778,-1,-1,0,0.777777778,5/4/2009,8,1,1,0.732833958,-0.64394993,-0.580573951,-0.251682369,0.672025723,0.129341737,-0.089421636,-0.016978458,-0.006639366,-0.082886905,1.0,2.0,9.0,9.0,1,2.0,7.0,8,11.0,1,1,0,107,694,2,10,4,31,591,128,6,4,21,7,358,95,7,1,18,4,465,303,6,6,18,11,51,262,0,5,2,19
07-208,1,3/26/2008,3,2008,INDIANA v. EDWARDS,22,1,1,0.2,0.75,-0.166666667,6/19/2008,7,2,1,1,0.5,0.123867069,0.316735823,-0.522362869,-0.089618347,-0.096838198,0.017117605,0.041319444,0.045476657,5.0,3.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,0,436,0,1,1,13,107,438,3,5,6,26,252,383,4,4,13,21,247,487,7,7,13,18,902,283,21,6,49,15
07-21,-1,1/9/2008,1,2008,WILLIAM CRAWFORD et al. Petitioners v. MARION COUNTY ELECTION BOARD et al.,-3,-0.6,1,-0.2,-0.636363636,-0.428571429,4/28/2008,6,3,0,0.308510638,0.636152955,-0.327380952,-0.465425532,-0.199074074,-0.17093254,0.143665312,-0.0525,0.061560847,-0.012748744,0.0,4.0,7.0,7.0,1,1.0,2.0,2,10.0,1,0,0,260,492,4,2,20,20,159,706,2,5,6,23,223,113,1,4,9,5,551,201,9,2,35,9,518,437,15,10,35,25
07-210,0,4/14/2008,4,2008,JOHN BRIDGE et al. v. PHOENIX BOND & INDEMNITY CO. ET AL,-4,0,-1,-1,1,1,6/9/2008,9,0,0,1,-1,-1,-0.1875,0.136752137,0.025,-0.017607786,-0.001001082,0.760870611,-0.153271728,0.0,0.0,7.0,7.0,1,2.0,1.5,8,2.0,1,0,0,0,85,0,0,1,4,627,0,5,0,24,1,565,0,4,0,25,1,603,39,2,3,20,3,353,133,0,4,17,7
07-214,-1,2/26/2008,2,2008,ALLISON ENGINE COMPANY INC. et al. v. UNITED STATES ex rel. ROGER L. SANDERS AND ROGER L. THACKER,-2,0.428571429,-0.5,-0.333333333,1,0.1,6/9/2008,9,0,1,-0.066126856,-0.361277445,-0.734317343,0.846153846,0.243055556,-0.086146125,0.15796131,-0.45,-0.002012472,-0.06124539,0.0,2.0,6.0,6.0,1,2.0,1.5,8,2.0,1,0,0,395,346,4,7,23,21,341,162,7,4,19,6,235,36,2,0,20,5,47,564,0,10,2,31,327,537,5,12,15,36
07-219,0,2/27/2008,2,2008,EXXON SHIPPING CO. v. BAKER,-9,0.25,-0.857142857,-0.125,0.529411765,0.272727273,6/26/2008,5,3,1,0.256767842,-0.623188406,-0.080346106,0.404595405,0.637860082,0.030955667,0.014100555,-0.023526077,0.03190842,0.119515611,1.0,1.0,9.0,9.0,1,2.0,2.0,8,11.0,1,0,0,453,766,5,13,18,37,898,208,14,2,50,10,437,372,10,4,31,22,298,703,9,16,18,39,88,423,1,5,6,22
07-290,-1,3/18/2008,3,2008,DISTRICT OF COLUMBIA v. HELLER,13,0.5,0.25,-0.222222222,0,-0.066666667,6/26/2008,5,4,0,0.737804878,0.670212766,-0.20123839,-0.077419355,0.018682399,-0.034057341,-0.023320578,0.026561637,0.066897592,-0.025082875,5.0,11.0,12.0,12.0,1,1.0,1.5,1,12.0,1,0,0,129,1004,1,11,6,29,93,471,3,13,7,26,588,387,10,7,32,15,755,576,15,8,37,24,499,526,6,9,26,22
07-308,0,3/24/2008,3,2008,UNITED STATES v. CLINTWOOD ELKHORN MINING COMPANY ET AL,15,0.6,0.75,1,0.5,-0.555555556,4/15/2008,9,0,1,0.26401631,0.634551495,0.683870968,0.406779661,-0.118367347,0.158252435,-0.089621212,0.133928571,-0.063369963,0.194154135,2.0,1.0,13.0,13.0,1,1.0,6.0,12,12.0,1,0,0,361,620,7,7,19,29,110,499,2,6,6,27,49,261,2,5,2,19,105,259,3,3,7,15,277,216,7,2,22,11
07-312,0,3/26/2008,3,2008,FLA. DEP'T OF REVENUE v. PICCADILLY CAFETERIAS INC.,-15,-1,0,-1,0.076923077,-0.066666667,6/16/2008,7,2,1,-0.916370107,0.426470588,-1,-0.098522167,0.090909091,-0.310527211,0.320982143,0.098333333,-0.160034722,0.041500142,5.0,1.0,11.0,11.0,1,2.0,2.0,8,2.0,1,0,0,1119,47,20,1,65,1,156,388,2,10,6,25,201,0,4,0,9,1,446,366,8,10,18,19,323,329,11,8,19,25
07-320,0,4/22/2008,4,2008,DAVIS v. FEC,-9,0,-0.75,-0.333333333,0.111111111,-0.052631579,6/26/2008,5,4,1,1,-0.56928839,-0.151799687,0.329864724,0.094758065,-0.074074074,0.083114439,0.167333041,-0.08616826,0.07124256,0.0,2.0,12.0,12.0,1,1.5,-1,3,1.0,2,0,0,0,167,0,2,1,6,450,115,8,0,17,5,368,271,8,2,17,14,322,639,4,12,18,26,450,543,17,7,27,33
07-330,1,4/15/2008,4,2008,GREENLAW v. UNITED STATES,-22,0.333333333,1,-1,-0.25,-0.285714286,6/23/2008,6,3,1,0.369817579,0.078740157,-0.620111732,-0.426262626,0.184861718,-0.252276034,-0.178292878,-0.052641677,-0.048785173,-0.010366259,3.0,2.0,8.0,8.0,1,1.0,5.0,9,2.0,1,0,0,190,493,4,4,9,23,240,274,13,3,17,10,290,68,5,0,16,2,367,142,6,2,18,9,294,427,5,8,18,17
07-343,-1,4/16/2008,4,2008,KENNEDY v. LOUISIANA,-18,1,-0.666666667,-0.6,-0.75,-0.684210526,6/25/2008,5,4,1,1,-0.791164659,0.173184358,-0.854126679,-0.412716763,0.089769231,-0.050956486,-0.148214286,0.02174343,0.147083333,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,0,737,0,4,1,25,446,52,2,0,14,1,148,210,4,2,8,9,966,76,9,2,36,4,676,254,18,8,42,12
07-371,-1,4/16/2008,4,2008,TAYLOR v. STURGELL,0,1,0.636363636,-1,-0.538461538,0.052631579,6/12/2008,9,0,1,0,0.379377432,-1,-0.723653396,0.133243607,0,0.096477775,0.194557823,0.020408163,0.068230909,0.0,2.0,12.0,12.0,1,1.0,2.0,9,2.0,1,1,0,0,3,0,0,1,1,391,709,3,14,21,50,148,0,7,0,15,1,780,106,15,6,38,10,324,421,15,3,30,24
07-411,-1,4/14/2008,4,2008,PLAINS COMMERCE BANK v. LONG FAMILY LAND & CATTLE CO.,14,0,0,0.666666667,1,-0.1,6/25/2008,5,4,1,0,-0.398373984,0,0.629742033,-0.090729783,0,-0.32021757,-0.094212963,-0.02290827,0.010274943,1.0,6.0,8.0,8.0,1,2.0,2.0,2,12.0,1,0,0,0,0,0,0,1,1,432,189,11,2,24,9,131,131,4,8,7,11,244,1074,6,26,16,59,553,469,12,4,31,31
07-440,0,3/17/2008,3,2008,ROTHGERY v. GILLESPIE COUNTY,-2,0.111111111,0,0,-1,-0.666666667,6/23/2008,8,1,1,0.338983051,0.451292247,-0.023809524,-0.644776119,-0.515406162,-0.171043556,-0.04761039,-0.17593254,0.037280021,0.122680994,3.0,4.0,5.0,5.0,1,1.0,2.0,2,12.0,1,0,0,351,732,6,10,22,30,138,365,3,6,8,22,258,246,8,7,15,14,551,138,9,1,31,5,541,173,7,7,28,12
07-455,0,3/25/2008,3,2008,UNITED STATES v. AHMED RESSAM,4,0.2,0,1,-0.6,0.5,5/19/2008,8,1,1,0.035433071,-0.702970297,0.161643836,-0.722132472,-0.198257081,-0.026889645,0.090079365,0.18037415,-0.191460317,0.046040249,2.0,3.0,9.0,9.0,1,2.0,8.0,1,2.0,1,0,0,245,279,2,6,9,14,86,15,2,0,4,1,153,222,1,6,2,12,533,86,7,1,21,6,275,184,4,6,11,11
07-463,0,10/8/2008,10,2008,PRISCILLA SUMMERS et al. v. EARTH ISLAND INSTITUTE et al.,-14,-0.6,-0.6,-1,1,0.25,3/3/2009,5,4,1,-0.023255814,-0.454545455,-1,0.77804878,0.475100942,-0.062517193,-0.124412594,0.229166667,-0.033670194,0.055970418,2.0,14.0,9.0,9.0,1,2.0,2.0,9,12.0,1,1,0,594,567,9,7,27,20,340,126,5,3,17,5,28,0,1,0,4,1,91,729,1,11,4,37,201,613,2,12,14,27
07-474,-1,4/21/2008,4,2008,ANUP ENGQUIST v. OREGON DEPARTMENT OF AGRICULTURE ET AL,-10,-0.6,-0.4,0.230769231,0,-0.230769231,6/9/2008,6,3,0,-0.436363636,-0.480978261,0.382716049,-0.0202977,-0.102702703,-0.058937157,-0.099596774,-0.103684807,-0.09091954,0.026259921,11.0,5.0,9.0,9.0,1,1.0,1.5,2,2.0,1,0,0,474,192,5,1,20,14,558,191,9,5,29,11,150,341,3,10,10,20,377,362,6,5,23,19,394,257,7,7,25,14
07-499,0,11/5/2008,11,2008,DANIEL GIRMAI NEGUSIE v. ERIC H. HOLDER JR. ATTORNEY GENERAL,-2,1,0,-0.2,0.4,-0.7,3/3/2009,8,1,1,0.717488789,0.077777778,-0.360995851,0.587136929,-0.593360996,0.222049411,0.15,0.078733766,-0.077386802,-0.198410692,9.0,2.0,5.0,5.0,1,1.0,2.0,2,12.0,1,1,0,63,383,3,6,4,25,93,97,3,2,6,3,164,77,8,0,12,6,199,765,3,13,10,32,769,196,31,6,55,15
07-512,0,12/8/2008,12,2008,PACIFIC BELL TELEPHONE COMPANY DBA AT&T CALIFORNIA et al. v. LINKLINE COMMUNICATIONS INC. et al.,15,0.428571429,-1,1,0.75,1,2/25/2009,9,0,1,-0.26284585,0.048543689,0.888888889,0.470175439,1,-0.097177256,0.075,-0.007403274,0.28606226,-0.05625,1.0,1.0,9.0,9.0,1,2.0,2.0,8,2.0,1,0,0,639,373,9,4,22,22,98,108,0,2,5,8,22,374,1,7,1,18,154,419,3,11,8,28,0,108,0,4,1,5
07-513,0,10/7/2008,10,2008,BENNIE DEAN HERRING v. UNITED STATES,-13,-0.111111111,0.333333333,-0.555555556,-1,-0.818181818,1/14/2009,5,4,0,0.125912409,0.46184739,-0.148148148,-0.691764706,-0.584803256,-0.199027437,-0.15085034,-0.046135086,-0.031148683,-0.01930776,3.0,2.0,11.0,11.0,1,1.0,2.0,1,5.0,1,0,0,479,617,10,7,32,37,67,182,2,3,7,10,198,138,2,7,17,7,726,153,13,2,47,6,599,153,9,2,40,12
07-526,0,11/3/2008,11,2008,DONALD L. CARCIERI GOVERNOR OF RHODE ISLAND et al. v. KEN L. SALAZAR SECRETARY OF THE INTERIOR et al.,7,0.333333333,-1,0.142857143,0.25,0.6,2/24/2009,6,3,1,0.666388657,-0.362068966,0.05362776,0.394607843,0.453936348,-0.011491148,0.15625,-0.021428571,-0.03574424,-0.047016807,0.0,2.0,1.0,1.0,1,2.0,2.0,2,12.0,1,1,0,200,1004,2,4,16,41,79,37,3,1,4,1,150,167,7,3,11,6,247,569,2,10,11,29,178,451,4,12,15,24
07-542,1,10/7/2008,10,2008,ARIZONA v. RODNEY JOSEPH GANT,-26,-1,-1,-0.5,1,-0.777777778,4/21/2009,5,4,0,0.184659091,-0.795379538,-0.384615385,0.545647558,-0.763496144,-0.117677895,-0.019047619,0.026011905,0.114395363,-0.063323202,5.0,3.0,0.0,0.0,1,2.0,2.0,1,9.0,1,0,0,287,417,4,5,13,18,272,31,10,0,18,2,342,152,6,0,23,8,120,364,0,7,8,27,686,92,13,2,35,7
